text,intent
لخص النص دون تغيير او حذف الحقايق قطاع التكنولوجيا هو مجموعه من الصناعات التي تنتج مجموعه من المنتجات والخدمات القايمه علي التكنولوجيا وهي تشمل شركات التكنولوجيا الموجهه نحو المستهلك مثل  و  و  ، فضلا عن المنتجات والخدمات الصناعيه والاستهلاكيه مثل النقل والفضاء والطاقه والدفاع ويشمل ايضا البرامج والاجهزه واشباه الموصلات التي طورتها شركات التكنولوجيا ، فضلا عن الخدمات والمنتجات المتعلقه بهذه الصناعات,check_data_usage
بدي ليه النت ضعيف رغم شحنت جديد هالفتره,slow_internet
ساعدني شو سبب ضعف الشبكه في البيت بعد الشحن بسرعه,network_complaint
كيف اجدد الشبكه اليوم,network_complaint
بدي كيف اجدد الاشتراك فجاه؟ اليوم,renew_package
بدي مع السلامه الان,goodbye
بدي بدي احول رصيد لرقم ثاني علي رقمي,balance_transfer
بدي لماذا الانترنت ضعيف ليش زادت تعرفه الاشتراك لو سمحت,offer_inquiry
اريد مرحبا هالفتره,greeting
ممكن اريد تجديد الاشتراك؟,renew_package
ساعدني هل الخدمه شغاله؟,network_status
اريد الشبكه ضعيفه والسرعه ضعيفه في البيت,slow_internet
بدي حل ل باي بشكل مفاجي,goodbye
صف ما هي الشبكه العصبيه في ثلاث جمل,network_complaint
ممكن كيف اغير الباقه بعد الشحن,renew_package
اريد هاي الان,greeting
هل في عروض جديده علي الانترنت؟ بسرعه,offer_inquiry
ساعدني بدي اعرف المتبقي من الباقه من الصبح,check_data_usage
اعد كتابه الوصف الوظيفي التالي لمدير الموارد البشريه بلغه اكثر احترافا نحن نبحث عن شخص رايع لمساعدتنا في التوظيف والتوظيف يجب ان تكون شخصا يتمتع بمهارات اتصال ممتازه,network_complaint
ليش الشبكه ضعيفه في منطقتي؟ في البيت,slow_internet
ممكن الخدمه ضعيفه هالفتره,network_complaint
ساعدني بغيرو التعرفه كتير وبغلو السعر لو سمحت,offer_inquiry
هل احتاج الي تحويل عملتي من الجنيه الاسترليني قبل التحويل؟,balance_transfer
كيف اعرف الرصيد المتبقي في البيت فيه منطقتي,check_data_usage
لو سمحت خطي خارج الخدمه,no_signal
هل من المهم اتباع نظام غذايي متوازن؟,other
محتاج ما هي عروض الانترنت في منطقتي؟,offer_inquiry
نادرا ما اتصل لكن بواجه مشاكل ضعف بالشبكه وحزم البيانات بشكل كبير حاليا,network_complaint
استفسار ما سبب عدم استجابه الشبكه؟ هالفتره,network_complaint
ممكن اعرف اريد تحويل رصيد يوجد منطقتي؟,balance_transfer
الشبكه سييه الان,network_complaint
كيف احول رصيد من الصبح؟,balance_transfer
في عندي باي في البيت,goodbye
في عندي باي باي من مبارح,goodbye
يتم اعطاوك مجموعه بيانات ويطلب منك انشاء تصور يسلط الضوء علي الاتجاهات الرييسيه في البيانات مجموعه البيانات المضمنه في البريد الالكتروني,other
اريد لماذا الانترنت ضعيف من فضلك,slow_internet
حاب اعرف الشبكه تفصل اليوم؟,network_complaint
ممكن الخدمه ضعيفه,slow_internet
حاب اعرف هل في عروض جديده حاليا؟,offer_inquiry
ممكن اعرف ما طريقه تحويل الرصيد علي رقمي,balance_transfer
حاب اعرف الشبكه غير مستقره علي خطي؟,network_complaint
كيف وضع الشبكه اليوم بعد التجديد,network_status
اريد الجوال مش لاقط شبكه,network_complaint
انشاء تمثيل البيانات من شجره,other
ليش ما في اشاره داخل المنزل؟ من فضلك,no_signal
لو سمحت ما سبب عدم استجابه الشبكه؟,no_signal
اكمل الجمله ادناه ، وحاول استخدام لغه مماثله للجمله الاصليه شرح المعلم الدرس ب,other
من فضلك مشكله فيه الدفع يوجد الشغل,payment_issue
بدي استفسر عن سلام وقت الذروه,goodbye
بدي اشحن خطي,renew_package
كيف اجدد الاشتراك فجاه؟ في منطقتي,renew_package
بدي اجدد الباقه لو سمحت,renew_package
كيف احول رصيد,balance_transfer
متي تنتهي الباقه بعد الشحن؟ من الصبح,payment_issue
ممكن كم الرصيد بسرعه,check_data_usage
باي حاليا,goodbye
بدي انترنت ضروري عندي شغل,renew_package
اواجه اهلا علي خطي,greeting
ساعدني كيف اغير الباقه مع ان الاشاره كامله اليوم,renew_package
ساعدني الدفع مو شغال هالفتره؟,payment_issue
ممكن هل النت شغال علي خطي؟,network_status
ممكن بدي اشترك بباقه جديده حاليا,renew_package
هل تحتاج الشبكه العصبيه الي بيانات مصنفه لكي تتعلم؟,network_complaint
كيف ابدا عمليه استرداد الاموال؟,payment_issue
ممكن كيف افعل الباقه بعد الشحن علي خطي الان,renew_package
ممكن الهاتف بدون خدمه حاليا؟,no_signal
ممكن اعرف سرعه الانترنت قليله في البيت,slow_internet
من فضلك الشبكه غير مستقره في الشغل,network_complaint
في عندي هلا علي رقمي,greeting
شو حل اهلا بعد الشحن,greeting
اريد ليش النت بطيي بسرعه,slow_internet
سبب ضعف الانترنت بعد ما كان قوي بدايه الاشتراك الان,slow_internet
اريد في مشكله بالفاتوره اليوم؟,payment_issue
يعطيك العافيه,feedback
ممكن لماذا الانترنت بطيء عندي علي خطي لو سمحت,slow_internet
كم رح اقعد استني التحويلات؟,balance_transfer
استفسار اريد اجدد الباقه اليوم,renew_package
بدي ما طريقه تحويل الرصيد,balance_transfer
افتح مناقشه حول موضوع معين,other
ساعدني بدي مساعده تقنيه من مبارح,technical_support
اكتب معادله لحساب التكلفه الاجماليه للمنتج سعر المنتج   دولارا   الكميه     تكلفه الشحن   دولارات,offer_inquiry
بدي ليش الشبكه بطيي جدا رغم وجود تغطيه هالفتره الان,network_complaint
ممكن كيف اعرف استهلاك الانترنت من الصبح لو سمحت,check_data_usage
ممكن باي باي من فضلك,goodbye
من فضلك كيف احول رصيد علي رقمي؟,balance_transfer
توقع سعر السوق لسياره كهرباييه في ضوء الميزات التاليه مميزات السياره الكهرباييه الطيار الالي ، المدي   ميلا ، سنه الموديل,offer_inquiry
كيف اعرف استهلاك الانترنت من الصبح فيه منطقتي,check_data_usage
بدي جددلي الباقه في البيت؟,renew_package
احسب الاكراميه لفاتوره مطعم بقيمه  دولارا اخراج كميه الاكراميه اي ادخال,payment_issue
السلام عليكم، احتاج مساعده,greeting
بدي اجدد الباقه,renew_package
صف كيفيه استخدام تسلسل فيبوناتشي لتحديد مستويات دعم السعر والمقاومه,offer_inquiry
حاب اعرف الهاتف بدون خدمه في الشغل,no_signal
محتاج مساعده تقنيه هالفتره,technical_support
ليش ما استقبل مكالمات بعد الشحن الان,payment_issue
التحويل اللي سويته ما وصل,balance_transfer
ممكن ليش النت بطيي جدا رغم وجود تغطيه علي خطي,network_complaint
ممكن اعرف اريد تفاصيل الاشتراك من مبارح,offer_inquiry
حاب اعرف السلام عليكم وقت الذروه,greeting
اريد عندي مشكله تقنيه علي خطي؟,technical_support
لو سمحت ما عم يلقط شبكه في منطقتي؟,no_signal
اريد الشبكه غير مستقره في منطقتي,network_complaint
ممكن لماذا الاتصال غير مستقر علي خطي لو سمحت,network_complaint
