text,intent
I need help with a billing or payment problem today in my area.,payment_issue
I need technical support today.,technical_support
Can you show me my current usage details after recharge?,check_data_usage
Why did the payment fail?,payment_issue
Can you explain the balance transfer steps today since morning?,balance_transfer
Please tell me how much internet is left.,check_data_usage
Please register a network complaint at work.,network_complaint
My internet is very slow.,slow_internet
help me top up failed since yesterday?,payment_issue
How much do roaming offers cost?,offer_inquiry
See you later since yesterday.,goodbye
I could not complete the payment at work.,payment_issue
I am upset about the bad network quality at home on my line.,network_complaint
Why did the payment fail in my area?,payment_issue
See you later these days.,goodbye
"Hi, I need some help.",greeting
I have a question that is not related to telecom services.,other
Can someone help me fix this issue on my line?,technical_support
I could not complete the payment since morning.,payment_issue
My phone shows no service in my area.,no_signal
Can you guide me through troubleshooting since yesterday?,technical_support
How do I check the rest of my package at home?,check_data_usage
My internet is very slow at work.,slow_internet
The connection is unstable and I need to report it.,network_complaint
"I recharged, but the service still did not work today after recharge.",payment_issue
Can you show me the latest promotions?,offer_inquiry
I need help with a billing or payment problem after recharge.,payment_issue
How can I transfer balance to another number?,balance_transfer
"The network is working, but the internet is sluggish today.",slow_internet
Goodbye.,goodbye
Talk to you later after recharge.,goodbye
What packages do you have right now at home?,offer_inquiry
The connection is unstable and I need to report it in my area.,network_complaint
I am upset about the bad network quality today on my line.,network_complaint
See you later.,goodbye
can i card declined at work?,payment_issue
Can you show me my current usage details today these days?,check_data_usage
